zone,prop_type,listing_type,furnishing,bhk,area,bathrooms,age,amenities_count,floor,total_floors,has_metro,price
Balewadi,apartment,sale,semi-furnished,2,1021,2,26,4,5,17,0,7637300
Hinjewadi,studio,rent,semi-furnished,1,567,1,3,2,6,14,1,24800
Pimple Saudagar,house,sale,unfurnished,2,1003,2,11,3,3,7,0,5558600
Baner,apartment,sale,semi-furnished,2,884,2,30,1,1,2,1,6298900
Kalyani Nagar,plot,rent,unfurnished,0,1379,1,23,8,0,1,0,77200
Koregaon Park,apartment,sale,semi-furnished,2,1167,2,19,6,0,5,0,14469900
Pimple Saudagar,studio,rent,semi-furnished,1,522,1,20,3,5,11,0,24700
Pashan,commercial,sale,fully-furnished,0,3885,1,23,5,0,1,0,24217900
Wagholi,apartment,rent,semi-furnished,4,1667,4,22,5,1,6,0,97200
Hinjewadi,apartment,rent,fully-furnished,1,486,1,23,7,4,10,1,14000
Kalyani Nagar,villa,rent,unfurnished,3,2133,3,25,7,12,13,0,647800
Baner,apartment,rent,unfurnished,3,1206,3,30,4,6,10,1,68100
Baner,commercial,rent,unfurnished,0,4210,1,9,5,0,1,1,447800
Kharadi,apartment,sale,fully-furnished,2,726,2,5,0,3,3,1,7450100
Hadapsar,house,sale,semi-furnished,2,1034,2,24,3,9,13,0,5311100
Wakad,apartment,rent,fully-furnished,3,1248,3,31,5,10,10,1,65000
Koregaon Park,studio,rent,unfurnished,1,540,1,11,7,0,12,0,39300
Wagholi,commercial,sale,fully-furnished,0,3307,1,31,1,0,1,0,17924100
Wakad,apartment,sale,fully-furnished,1,474,1,12,4,7,7,1,4574800
Kharadi,house,rent,unfurnished,4,1866,4,2,7,1,8,1,125300
Aundh,apartment,rent,fully-furnished,2,1027,2,25,7,6,8,1,53900
Kharadi,apartment,sale,semi-furnished,2,974,2,23,5,8,9,1,7608800
Baner,plot,rent,semi-furnished,0,1182,1,21,3,0,1,1,59000
Chinchwad,apartment,rent,semi-furnished,3,1389,3,14,0,6,9,0,32000
Wakad,apartment,sale,semi-furnished,3,1158,3,8,4,2,7,1,10523400
Koregaon Park,house,rent,unfurnished,2,893,2,10,6,2,9,0,51900
Koregaon Park,villa,sale,fully-furnished,2,2867,2,12,5,9,9,0,56178800
Balewadi,studio,sale,fully-furnished,1,584,1,7,0,0,9,0,4678200
Baner,apartment,sale,unfurnished,1,430,1,22,6,12,13,1,2955300
Pisoli,house,rent,semi-furnished,3,1047,3,20,3,3,13,0,41900
Magarpatta,house,sale,semi-furnished,2,1069,2,29,4,12,17,0,6484600
Baner,commercial,sale,semi-furnished,0,2043,1,8,4,0,1,1,13727700
Baner,studio,rent,semi-furnished,1,462,1,19,7,5,12,1,35300
Aundh,apartment,sale,fully-furnished,2,1108,2,24,7,20,21,1,11384100
Wanowrie,apartment,sale,semi-furnished,3,1710,3,6,3,0,10,0,13527200
Viman Nagar,apartment,rent,semi-furnished,2,844,2,31,0,1,5,1,35100
Kondhwa,villa,sale,unfurnished,2,3278,2,0,2,9,16,0,28726400
Balewadi,studio,sale,unfurnished,1,434,1,15,5,1,8,0,2264200
Wakad,apartment,sale,semi-furnished,3,1298,3,1,7,1,17,1,10593900
Aundh,commercial,sale,fully-furnished,0,3567,1,28,4,0,1,1,32372100
Magarpatta,house,sale,fully-furnished,4,1643,4,12,4,3,11,0,15080400
Kothrud,apartment,rent,semi-furnished,3,1461,3,15,3,7,13,1,73900
Viman Nagar,apartment,sale,semi-furnished,4,1656,4,16,6,3,6,1,20911300
Aundh,apartment,sale,fully-furnished,1,795,1,13,1,7,10,1,7302400
Wagholi,house,rent,semi-furnished,3,1590,3,4,0,2,3,0,46200
Kharadi,apartment,sale,fully-furnished,5,1786,5,15,4,6,7,1,24954800
Hinjewadi,apartment,rent,semi-furnished,3,1552,3,4,1,12,18,1,79700
Balewadi,house,sale,fully-furnished,1,812,1,24,7,4,7,0,5277100
Kondhwa,apartment,sale,semi-furnished,2,823,2,12,0,2,5,0,4682700
Hadapsar,commercial,sale,unfurnished,0,526,1,9,6,0,1,0,3455500
Balewadi,apartment,rent,fully-furnished,3,1596,3,23,6,2,6,0,119600
Wagholi,apartment,sale,unfurnished,3,1125,3,21,5,6,13,0,5409000
Pimple Saudagar,apartment,rent,unfurnished,2,1077,2,25,3,0,9,0,40200
Kharadi,apartment,rent,fully-furnished,2,792,2,14,1,5,11,1,35900
Wakad,studio,sale,semi-furnished,1,517,1,17,6,0,7,1,3648900
Kothrud,villa,sale,semi-furnished,2,2017,2,16,4,3,17,1,24338600
Magarpatta,villa,rent,semi-furnished,2,2929,2,26,7,8,14,0,817300
Wakad,apartment,sale,unfurnished,2,863,2,15,5,8,8,1,5120800
Hadapsar,apartment,sale,semi-furnished,3,1182,3,6,4,1,4,0,9290000
Chinchwad,apartment,rent,unfurnished,2,1474,2,4,4,10,11,0,30100
Hinjewadi,plot,sale,unfurnished,0,3094,1,20,6,0,1,1,11862700
Wakad,apartment,rent,fully-furnished,2,947,2,26,2,1,8,1,31000
Balewadi,apartment,sale,unfurnished,4,1181,4,20,1,6,12,0,8976900
Kothrud,apartment,rent,semi-furnished,2,1026,2,9,3,10,13,1,40100
Aundh,apartment,sale,unfurnished,2,914,2,5,2,12,15,1,8080200
Kharadi,apartment,rent,unfurnished,2,1305,2,15,8,4,6,1,39700
Koregaon Park,apartment,sale,unfurnished,3,1235,3,10,7,0,4,0,19314200
Kalyani Nagar,apartment,sale,unfurnished,2,870,2,10,4,8,15,0,10229500
Viman Nagar,apartment,rent,unfurnished,1,897,1,26,9,7,7,1,41000
Koregaon Park,apartment,sale,unfurnished,4,1895,4,15,8,4,9,0,24121500
Boat Club Road,apartment,rent,semi-furnished,3,1456,3,14,6,10,20,0,114700
Undri,apartment,rent,fully-furnished,3,1725,3,10,2,6,7,0,75200
Balewadi,house,sale,semi-furnished,1,745,1,7,6,2,2,0,8036200
Magarpatta,apartment,rent,fully-furnished,5,1618,5,20,8,10,16,0,205100
Pashan,villa,rent,semi-furnished,2,2025,2,26,6,2,3,0,418500
Hadapsar,apartment,sale,unfurnished,3,1523,3,24,1,12,13,0,8004800
Kharadi,apartment,sale,semi-furnished,3,977,3,17,5,12,14,1,8599200
Shivajinagar,apartment,rent,fully-furnished,2,839,2,17,6,4,5,1,68400
Balewadi,studio,sale,semi-furnished,1,522,1,15,3,15,16,0,4636500
Hinjewadi,apartment,sale,unfurnished,2,909,2,24,5,5,20,1,6086400
Kothrud,apartment,sale,unfurnished,2,874,2,19,3,3,16,1,5003000
Aundh,studio,rent,fully-furnished,1,489,1,19,6,3,10,1,29400
Chinchwad,studio,sale,fully-furnished,1,472,1,2,3,4,8,0,2878800
Baner,house,rent,semi-furnished,2,1100,2,13,5,14,14,1,47900
Pashan,commercial,sale,unfurnished,0,4112,1,12,8,0,1,0,24858300
Bavdhan,apartment,sale,unfurnished,2,776,2,27,6,0,5,0,3648300
Wakad,house,rent,fully-furnished,2,977,2,18,5,5,10,1,46500
Viman Nagar,apartment,sale,fully-furnished,4,1760,4,26,6,5,6,1,23700900
Pashan,commercial,rent,semi-furnished,0,3128,1,23,3,0,1,0,176900
Hinjewadi,apartment,sale,unfurnished,2,1044,2,6,1,3,13,1,7679300
Hinjewadi,house,rent,fully-furnished,3,1351,3,2,1,7,9,1,76000
Undri,commercial,sale,unfurnished,0,1368,1,26,3,0,1,0,8134300
Baner,studio,sale,semi-furnished,1,627,1,31,4,4,6,1,3373100
Wagholi,apartment,sale,unfurnished,3,1115,3,14,0,3,10,0,5198700
Baner,studio,rent,fully-furnished,1,491,1,1,5,0,2,1,21300
Camp,apartment,sale,unfurnished,2,879,2,26,4,8,9,0,6243400
Kothrud,apartment,sale,fully-furnished,2,1089,2,16,7,6,7,1,11193700
Wanowrie,apartment,sale,semi-furnished,5,2072,5,15,2,8,15,0,15186000
Wakad,apartment,sale,fully-furnished,4,1491,4,5,6,6,12,1,20173600
Pimpri,apartment,sale,semi-furnished,2,1257,2,27,0,11,13,0,5096900
Chinchwad,apartment,sale,unfurnished,1,915,1,12,2,12,14,0,5014200
Kharadi,plot,rent,unfurnished,0,4023,1,25,6,0,1,1,74400
Balewadi,house,rent,semi-furnished,4,1665,4,8,1,3,13,0,116900
Hadapsar,apartment,sale,unfurnished,2,681,2,2,3,2,5,0,3147600
Wagholi,apartment,sale,unfurnished,4,1592,4,16,2,14,15,0,7834200
Kondhwa,apartment,rent,unfurnished,1,722,1,4,5,4,9,0,8500
Undri,apartment,rent,unfurnished,2,970,2,6,3,12,15,0,23100
Wakad,villa,sale,semi-furnished,2,2824,2,5,1,0,4,1,35816700
Viman Nagar,villa,sale,semi-furnished,2,2532,2,12,6,9,10,1,46349900
Viman Nagar,commercial,sale,fully-furnished,0,2219,1,14,9,0,1,1,44111800
Pimple Saudagar,villa,rent,fully-furnished,3,4122,3,5,4,1,5,0,629900
Pashan,villa,sale,semi-furnished,5,3348,5,11,8,14,18,0,43002000
Wanowrie,studio,sale,semi-furnished,1,300,1,17,1,6,8,0,2047900
Wakad,apartment,rent,fully-furnished,3,1183,3,8,4,4,7,1,74000
Undri,apartment,sale,fully-furnished,2,1031,2,29,1,4,13,0,4348100
Pimple Saudagar,apartment,sale,fully-furnished,3,1455,3,16,0,3,16,0,10210900
Pimpri,house,rent,fully-furnished,1,646,1,4,0,13,19,0,13500
Pimpri,apartment,sale,semi-furnished,4,1892,4,16,3,0,15,0,10771600
Undri,apartment,rent,fully-furnished,3,1451,3,28,4,8,8,0,73000
Wakad,studio,sale,fully-furnished,1,632,1,15,2,1,4,1,5729300
Baner,apartment,rent,semi-furnished,2,984,2,29,6,1,21,1,53900
Aundh,apartment,sale,unfurnished,1,441,1,16,2,3,10,1,3521100
Undri,commercial,sale,semi-furnished,0,5169,1,13,0,0,1,0,36251400
Aundh,apartment,rent,unfurnished,2,1068,2,18,7,2,11,1,34000
Hinjewadi,plot,sale,fully-furnished,0,4329,1,10,4,0,1,1,25389500
Shivajinagar,house,sale,unfurnished,2,1300,2,24,7,7,15,1,11165100
Shivajinagar,apartment,sale,semi-furnished,2,1012,2,9,5,5,6,1,12425400
Hadapsar,apartment,sale,unfurnished,3,1411,3,17,3,0,11,0,7317300
Bavdhan,apartment,sale,semi-furnished,1,591,1,25,0,9,11,0,2319900
Hadapsar,apartment,rent,semi-furnished,2,1077,2,21,4,2,2,0,35100
Wagholi,apartment,sale,fully-furnished,3,1235,3,9,4,18,18,0,9597800
Kalyani Nagar,commercial,sale,semi-furnished,0,1610,1,23,9,0,1,0,18861500
Wanowrie,apartment,rent,unfurnished,2,925,2,9,5,1,5,0,30000
Wakad,apartment,sale,semi-furnished,3,1269,3,19,3,17,20,1,8987100
Hinjewadi,apartment,sale,semi-furnished,1,977,1,3,4,2,12,1,8618100
Baner,apartment,sale,unfurnished,2,777,2,21,5,1,6,1,4930200
Kharadi,apartment,rent,fully-furnished,3,1513,3,11,5,9,11,1,87700
Undri,apartment,sale,fully-furnished,3,1334,3,10,0,4,11,0,9348700
Hinjewadi,house,sale,semi-furnished,2,1163,2,3,0,9,9,1,11784800
Pimpri,commercial,sale,unfurnished,0,2796,1,6,2,0,1,0,15665100
Baner,house,sale,semi-furnished,1,679,1,4,3,1,2,1,6751400
Kothrud,apartment,rent,unfurnished,2,1245,2,10,4,0,9,1,48500
Baner,studio,rent,fully-furnished,1,413,1,21,1,3,5,1,18800
Wagholi,apartment,sale,semi-furnished,2,1260,2,20,5,0,6,0,5107500
Kothrud,apartment,sale,unfurnished,2,841,2,31,2,2,4,1,4277000
Undri,villa,rent,unfurnished,2,3245,2,22,0,7,8,0,322700
Hinjewadi,apartment,rent,semi-furnished,2,1321,2,26,3,1,2,1,23000
Chinchwad,studio,sale,fully-furnished,1,423,1,22,2,5,8,0,2466900
Magarpatta,apartment,rent,semi-furnished,2,1206,2,29,4,3,4,0,48800
Hinjewadi,house,sale,unfurnished,2,1082,2,4,2,8,9,1,8278700
Baner,plot,sale,semi-furnished,0,4928,1,18,2,0,1,1,30174200
Pimpri,studio,rent,unfurnished,1,464,1,7,0,3,7,0,11700
Magarpatta,apartment,rent,semi-furnished,3,1471,3,6,5,14,15,0,64900
Koregaon Park,commercial,sale,semi-furnished,0,5370,1,4,7,0,1,0,61607000
Balewadi,apartment,sale,fully-furnished,1,547,1,2,5,4,5,0,7039000
Balewadi,apartment,sale,semi-furnished,5,1901,5,12,5,12,15,0,22545000
Hadapsar,commercial,sale,unfurnished,0,5774,1,19,6,0,1,0,36309500
Shivajinagar,apartment,rent,fully-furnished,2,986,2,23,6,8,10,1,82500
Aundh,apartment,rent,fully-furnished,1,721,1,26,0,0,15,1,20000
Baner,house,sale,unfurnished,2,1009,2,15,2,1,10,1,7945900
Aundh,plot,sale,semi-furnished,0,4673,1,1,3,0,1,1,34004400
Pimple Saudagar,apartment,rent,unfurnished,5,2066,5,19,2,1,13,0,158300
Magarpatta,studio,sale,fully-furnished,1,342,1,24,2,1,10,0,2942100
Pimple Saudagar,villa,rent,unfurnished,3,3331,3,22,6,1,8,0,478000
Kothrud,house,sale,fully-furnished,1,664,1,2,7,2,10,1,8143600
Kalyani Nagar,apartment,sale,semi-furnished,3,1241,3,16,5,9,14,0,14172400
Koregaon Park,apartment,sale,fully-furnished,4,1361,4,4,2,7,9,0,24767400
Kharadi,house,rent,fully-furnished,2,797,2,2,7,3,6,1,47100
Pashan,house,sale,fully-furnished,2,1305,2,19,4,7,10,0,9775800
Pimple Saudagar,apartment,sale,semi-furnished,1,713,1,29,0,9,10,0,4088000
Bavdhan,apartment,sale,semi-furnished,2,919,2,15,3,0,4,0,5806800
Pimple Saudagar,apartment,sale,semi-furnished,2,1046,2,14,4,4,15,0,7541800
Wanowrie,apartment,rent,unfurnished,3,968,3,14,2,1,12,0,37700
Baner,apartment,rent,semi-furnished,2,781,2,4,6,12,14,1,43800
Shivajinagar,studio,sale,semi-furnished,1,471,1,14,4,6,6,1,4208500
Hadapsar,commercial,sale,semi-furnished,0,3539,1,31,4,0,1,0,11687900
Hinjewadi,commercial,sale,unfurnished,0,5601,1,0,2,0,1,1,29650300
Hinjewadi,apartment,sale,semi-furnished,4,2153,4,27,5,2,7,1,16177900
Boat Club Road,apartment,rent,fully-furnished,4,1886,4,30,6,1,3,0,291300
Pimpri,apartment,rent,fully-furnished,3,1413,3,25,4,4,5,0,70200
Viman Nagar,studio,sale,semi-furnished,1,321,1,20,2,9,11,1,3137000
Baner,apartment,rent,fully-furnished,2,755,2,20,5,4,13,1,33500
Wanowrie,apartment,rent,semi-furnished,2,841,2,25,3,3,14,0,34000
Baner,apartment,sale,semi-furnished,4,1848,4,0,5,2,2,1,28072900
Balewadi,apartment,rent,semi-furnished,3,1461,3,6,7,1,4,0,97900
Viman Nagar,studio,rent,fully-furnished,1,385,1,21,7,9,14,1,19300
Kothrud,house,rent,fully-furnished,1,804,1,15,5,4,7,1,27600
Kothrud,apartment,rent,unfurnished,2,1155,2,0,4,2,13,1,37700
Baner,apartment,rent,semi-furnished,3,1218,3,2,1,0,2,1,71600
Wagholi,apartment,rent,fully-furnished,2,991,2,3,3,7,10,0,21400
Kalyani Nagar,house,sale,semi-furnished,2,823,2,18,7,3,11,0,8136100
Undri,villa,sale,unfurnished,2,2575,2,1,1,6,15,0,20292100
Koregaon Park,apartment,sale,semi-furnished,2,959,2,16,4,10,12,0,10636800
Pashan,apartment,sale,fully-furnished,2,1090,2,17,4,6,17,0,7628000
Baner,apartment,rent,unfurnished,2,1114,2,3,2,8,9,1,40600
Koregaon Park,apartment,sale,semi-furnished,3,1099,3,17,9,10,11,0,15907800
Aundh,apartment,rent,unfurnished,1,646,1,25,5,0,9,1,15200
Chinchwad,plot,sale,fully-furnished,0,1197,1,30,1,0,1,0,4059600
Shivajinagar,villa,sale,fully-furnished,2,2513,2,1,6,8,10,1,48837900
Bavdhan,plot,sale,unfurnished,0,681,1,21,4,0,1,0,2857900
Kharadi,house,sale,semi-furnished,3,1227,3,4,2,2,4,1,11774400
Chinchwad,apartment,rent,semi-furnished,3,1476,3,16,3,1,5,0,60100
Wakad,apartment,sale,unfurnished,4,1488,4,30,3,1,12,1,8749800
Viman Nagar,commercial,rent,fully-furnished,0,2588,1,14,7,0,1,1,430400
Pimple Saudagar,villa,sale,fully-furnished,3,1991,3,7,2,4,13,0,16553800
Kothrud,villa,rent,unfurnished,3,2880,3,20,4,2,2,1,702100
Kharadi,apartment,sale,unfurnished,4,1904,4,27,6,9,9,1,12999100
Wagholi,apartment,rent,semi-furnished,3,1116,3,6,3,2,3,0,40300
Baner,apartment,sale,fully-furnished,3,1410,3,30,0,2,16,1,9998100
Pimple Saudagar,apartment,rent,fully-furnished,2,1084,2,27,2,12,14,0,42200
Kharadi,apartment,sale,unfurnished,2,1071,2,14,7,2,2,1,8195800
Hinjewadi,apartment,rent,unfurnished,2,1052,2,25,2,0,12,1,41500
Viman Nagar,studio,rent,semi-furnished,1,492,1,22,7,0,9,1,36300
Wagholi,apartment,rent,fully-furnished,3,1411,3,29,1,1,11,0,44800
Magarpatta,villa,rent,unfurnished,5,2826,5,2,4,9,10,0,381100
Koregaon Park,villa,sale,semi-furnished,1,2824,1,31,10,2,6,0,32991800
Aundh,apartment,rent,semi-furnished,2,1003,2,4,6,0,2,1,52900
Hadapsar,house,rent,semi-furnished,2,900,2,17,3,3,15,0,29300
Wakad,plot,rent,unfurnished,0,999,1,23,4,0,1,1,30000
Boat Club Road,apartment,rent,fully-furnished,4,1513,4,4,7,7,13,0,210600
Hadapsar,apartment,sale,unfurnished,2,818,2,28,2,0,7,0,3259700
Kalyani Nagar,apartment,sale,semi-furnished,2,1446,2,20,8,2,2,0,15563800
Hinjewadi,apartment,rent,semi-furnished,4,1691,4,5,3,3,9,1,134800
Magarpatta,commercial,rent,unfurnished,0,4725,1,28,1,0,1,0,280400
Koregaon Park,apartment,sale,semi-furnished,2,1091,2,3,6,5,5,0,15945000
Pimple Saudagar,house,sale,semi-furnished,1,946,1,0,2,1,10,0,6875600
Kothrud,apartment,rent,semi-furnished,2,949,2,26,7,9,9,1,34500
Baner,commercial,rent,semi-furnished,0,5558,1,17,0,0,1,1,406800
Koregaon Park,studio,sale,unfurnished,1,474,1,10,5,3,12,0,5850500
Shivajinagar,apartment,rent,semi-furnished,2,963,2,11,7,6,13,1,51900
Undri,villa,sale,fully-furnished,3,3024,3,29,2,2,2,0,27294500
Chinchwad,apartment,rent,unfurnished,3,1673,3,24,3,2,14,0,59900
Aundh,apartment,rent,unfurnished,3,1055,3,2,4,0,10,1,59200
Undri,apartment,sale,semi-furnished,2,890,2,22,0,5,7,0,5836600
Chinchwad,apartment,rent,fully-furnished,2,1178,2,1,5,1,5,0,39200
Undri,apartment,sale,semi-furnished,2,1040,2,2,4,1,2,0,6524200
Pisoli,studio,sale,fully-furnished,1,470,1,7,1,0,3,0,2163400
Kondhwa,apartment,sale,fully-furnished,2,1008,2,5,0,9,10,0,8288800
Chinchwad,apartment,sale,semi-furnished,2,798,2,1,4,15,18,0,5756400
Wakad,apartment,sale,unfurnished,1,862,1,14,5,14,15,1,4562000
Wagholi,studio,rent,fully-furnished,1,693,1,4,0,10,11,0,17300
Hinjewadi,plot,rent,semi-furnished,0,3523,1,28,7,0,1,1,136200
Aundh,apartment,sale,fully-furnished,2,1043,2,26,7,7,9,1,9330000
Viman Nagar,apartment,sale,unfurnished,2,806,2,29,9,5,11,1,6220000
Kondhwa,apartment,sale,fully-furnished,2,626,2,7,1,16,16,0,3847200
Pisoli,apartment,rent,semi-furnished,2,1049,2,25,0,7,8,0,24200
Bavdhan,apartment,sale,semi-furnished,2,778,2,10,5,0,6,0,5558200
Chinchwad,apartment,sale,semi-furnished,1,648,1,21,0,2,2,0,2846600
Aundh,studio,rent,semi-furnished,1,482,1,10,4,2,4,1,28000
Camp,apartment,sale,fully-furnished,2,1105,2,1,4,3,10,0,14238200
Undri,plot,sale,semi-furnished,0,1730,1,27,0,0,1,0,4546600
Kharadi,house,rent,semi-furnished,4,1661,4,27,6,14,15,1,147400
Pimple Saudagar,studio,rent,fully-furnished,1,549,1,29,0,0,16,0,23700
Pashan,commercial,sale,semi-furnished,0,2144,1,22,4,0,1,0,20109000
Magarpatta,house,rent,fully-furnished,3,1231,3,5,5,9,13,0,80900
Baner,apartment,sale,unfurnished,2,1048,2,6,5,9,10,1,12346200
Pisoli,apartment,sale,semi-furnished,1,560,1,24,5,5,13,0,1886200
Shivajinagar,apartment,sale,unfurnished,3,1109,3,25,10,5,10,1,9560700
Koregaon Park,studio,sale,semi-furnished,1,549,1,7,7,1,2,0,7308000
Koregaon Park,apartment,sale,semi-furnished,3,1332,3,26,6,0,9,0,13971600
Pimpri,apartment,rent,fully-furnished,2,839,2,10,4,1,11,0,29500
Wanowrie,studio,sale,fully-furnished,1,579,1,20,5,1,9,0,3253800
Kharadi,house,sale,unfurnished,1,509,1,16,6,0,8,1,3225000
Pimpri,villa,rent,fully-furnished,1,1906,1,27,4,0,8,0,310000
Undri,house,sale,unfurnished,4,1539,4,10,1,6,12,0,8908800
Kalyani Nagar,commercial,sale,fully-furnished,0,2350,1,12,6,0,1,0,41826600
Viman Nagar,apartment,sale,fully-furnished,4,1489,4,1,6,0,3,1,25012500
Magarpatta,apartment,sale,fully-furnished,3,1103,3,9,6,0,2,0,10883000
Kharadi,apartment,sale,unfurnished,2,1113,2,16,4,5,5,1,7678100
Viman Nagar,apartment,rent,semi-furnished,2,1279,2,19,3,0,3,1,55800
Kalyani Nagar,studio,rent,unfurnished,1,604,1,24,3,5,13,0,30000
Kalyani Nagar,studio,sale,semi-furnished,1,477,1,23,9,0,14,0,5845700
Shivajinagar,apartment,sale,unfurnished,4,1800,4,24,10,1,2,1,23327000
Viman Nagar,villa,rent,semi-furnished,4,2257,4,5,8,8,11,1,885300
Baner,apartment,sale,fully-furnished,1,616,1,9,0,1,8,1,5604700
Pashan,apartment,sale,semi-furnished,2,748,2,31,7,1,2,0,5397900
Pimple Saudagar,house,rent,semi-furnished,4,1512,4,19,0,0,5,0,98900
Undri,apartment,rent,semi-furnished,2,915,2,25,0,7,12,0,30300
Pimple Saudagar,apartment,rent,fully-furnished,3,1524,3,17,1,5,6,0,84400
Pisoli,apartment,rent,semi-furnished,3,1502,3,1,3,16,20,0,52500
Wanowrie,apartment,sale,semi-furnished,2,1187,2,2,0,13,13,0,7936600
Balewadi,apartment,rent,semi-furnished,3,1036,3,23,3,0,6,0,72800
Wakad,plot,rent,unfurnished,0,1675,1,27,6,0,1,1,44300
Hadapsar,plot,sale,unfurnished,0,2526,1,6,7,0,1,0,9289400
Pisoli,plot,rent,unfurnished,0,3130,1,21,1,0,1,0,49600
Pimpri,house,sale,unfurnished,4,1442,4,3,2,4,5,0,10843400
Baner,commercial,sale,unfurnished,0,3528,1,24,5,0,1,1,34279000
Pisoli,apartment,rent,fully-furnished,3,1318,3,22,0,1,16,0,47200
Chinchwad,apartment,sale,unfurnished,2,1164,2,28,1,4,14,0,5698600
Pisoli,apartment,sale,fully-furnished,3,1264,3,7,0,6,13,0,6687600
Hinjewadi,apartment,sale,semi-furnished,3,1383,3,1,3,0,2,1,11491500
Boat Club Road,studio,sale,unfurnished,1,685,1,31,9,2,2,0,6306000
Hadapsar,commercial,rent,semi-furnished,0,1283,1,5,2,0,1,0,147800
Viman Nagar,apartment,rent,fully-furnished,3,1772,3,10,2,1,13,1,137000
Hadapsar,apartment,sale,semi-furnished,2,1151,2,13,3,1,3,0,5414000
Kothrud,apartment,rent,fully-furnished,2,760,2,28,0,14,15,1,36500
Pimpri,plot,rent,unfurnished,0,2038,1,10,0,0,1,0,50400
Baner,plot,rent,unfurnished,0,1482,1,14,2,0,1,1,48600
Kothrud,commercial,sale,unfurnished,0,3815,1,21,2,0,1,1,21339900
Kharadi,apartment,sale,semi-furnished,1,898,1,14,5,1,5,1,6319600
Aundh,apartment,sale,fully-furnished,3,1129,3,7,4,2,2,1,14545500
Undri,studio,rent,fully-furnished,1,366,1,13,1,4,9,0,16100
Kalyani Nagar,apartment,rent,semi-furnished,2,1140,2,11,9,3,3,0,90400
Undri,apartment,rent,fully-furnished,3,1100,3,8,6,5,14,0,60800
Aundh,apartment,sale,unfurnished,2,1016,2,1,3,1,2,1,9674800
Kothrud,villa,sale,unfurnished,2,2332,2,10,6,3,9,1,25508300
Hinjewadi,villa,rent,semi-furnished,4,1200,4,26,4,0,18,1,195100
Undri,apartment,sale,unfurnished,3,1486,3,11,3,1,17,0,7349200
Kharadi,studio,sale,semi-furnished,1,605,1,28,4,3,3,1,4139800
Undri,house,sale,semi-furnished,2,961,2,17,4,0,8,0,5076300
Koregaon Park,apartment,rent,fully-furnished,2,1110,2,4,2,4,11,0,61800
Balewadi,house,sale,unfurnished,2,931,2,27,6,1,13,0,5088800
Pimpri,house,rent,semi-furnished,1,684,1,3,3,12,13,0,8200
Pimple Saudagar,house,sale,semi-furnished,2,1202,2,24,4,1,8,0,6942700
Pimpri,apartment,rent,unfurnished,2,1189,2,4,2,8,8,0,17800
Kharadi,apartment,rent,unfurnished,4,1983,4,13,5,6,6,1,156700
Koregaon Park,apartment,sale,unfurnished,2,1355,2,30,4,3,13,0,10899300
Kothrud,studio,rent,fully-furnished,1,616,1,14,3,2,2,1,27700
Koregaon Park,studio,rent,semi-furnished,1,522,1,16,8,4,9,0,34600
Undri,apartment,sale,fully-furnished,1,430,1,30,4,9,20,0,1993900
Pisoli,apartment,rent,fully-furnished,2,1013,2,23,0,1,4,0,20600
Pashan,apartment,rent,semi-furnished,3,1168,3,0,5,1,9,0,62600
Pimpri,apartment,sale,semi-furnished,2,1308,2,24,2,2,14,0,6405500
Viman Nagar,house,sale,fully-furnished,3,1169,3,12,8,2,8,1,15174800
Boat Club Road,commercial,rent,unfurnished,0,4980,1,10,9,0,1,0,425300
Hinjewadi,house,sale,fully-furnished,2,1368,2,20,0,9,9,1,11903800
Baner,apartment,rent,semi-furnished,3,1300,3,27,3,3,7,1,102900
Kharadi,apartment,sale,fully-furnished,3,998,3,16,7,10,11,1,10679400
Kharadi,apartment,sale,fully-furnished,3,1374,3,7,4,14,14,1,14589200
Viman Nagar,apartment,sale,fully-furnished,2,898,2,30,4,1,13,1,7874100
Camp,apartment,sale,unfurnished,3,1617,3,19,6,10,10,0,14729300
Magarpatta,commercial,sale,fully-furnished,0,3391,1,16,4,0,1,0,39666000
Koregaon Park,apartment,sale,semi-furnished,2,1423,2,22,5,1,12,0,13805400
Hadapsar,plot,sale,semi-furnished,0,1851,1,5,2,0,1,0,7180300
Magarpatta,apartment,sale,semi-furnished,3,1344,3,26,6,6,6,0,10913400
Chinchwad,commercial,rent,semi-furnished,0,4947,1,5,2,0,1,0,24800
Hinjewadi,apartment,rent,semi-furnished,1,874,1,29,2,0,17,1,18300
Kothrud,villa,sale,unfurnished,3,2814,3,16,2,1,2,1,29171400
Boat Club Road,apartment,sale,fully-furnished,2,591,2,1,6,3,12,0,11847300
Wakad,studio,sale,unfurnished,1,482,1,16,8,2,2,1,3997900
Koregaon Park,studio,rent,semi-furnished,1,464,1,8,5,8,11,0,21700
Wakad,apartment,rent,fully-furnished,3,1250,3,30,4,12,12,1,76100
Koregaon Park,apartment,rent,fully-furnished,4,1625,4,21,4,2,9,0,251800
Pimple Saudagar,apartment,rent,fully-furnished,2,999,2,15,1,1,5,0,40900
Baner,plot,rent,semi-furnished,0,2978,1,4,6,0,1,1,96700
Viman Nagar,plot,sale,unfurnished,0,3653,1,9,5,0,1,1,27220000
